RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
38.90297817593631,4.9260383321003305,0.09501,0.19516,0.30782,0.43656,0.57877,0.71174,0.81236,0.8776,0.91911,0.04537900000000001,17.55433165816412,fmgp,763.7826924324036,6.375478029251099,airline,4
