RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
38.90297817593631,4.935139163539907,0.10557,0.21644,0.34476,0.48923,0.64206,0.77422,0.85922,0.90666,0.93627,0.077443,17.710882268456576,valla,27283.078607320786,304.322585105896,airline,3
