RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,sigma_noise,dataset,seed
38.90297817593631,5.08678739865514,0.1342,0.27563,0.42211,0.56245,0.68649,0.78781,0.86274,0.91143,0.93633,0.107919,18.436154213166272,map,61.59816336631775,5.592008590698242,1.0,airline,1
