RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
38.90297817593631,5.086774731931767,0.1342,0.27565,0.42212,0.56245,0.6865,0.78781,0.86275,0.91143,0.93633,0.107924,18.43617259096349,ella,9488.22773551941,85.64838147163391,airline,0.0010000000474974513,1,2
