RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
38.90297817593631,4.933615240204225,0.10596,0.21757,0.34675,0.49275,0.6464,0.77747,0.8609,0.90768,0.93694,0.079242,17.71822497674861,valla,27051.7902469635,323.304390668869,airline,4
