RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
38.90297817593631,5.097362330241558,0.12768,0.26166,0.40333,0.5399,0.66375,0.76783,0.84848,0.90378,0.93303,0.09494400000000001,18.316401390201946,lla last_layer full,25.19187355041504,9.607698202133179,airline,6.364595413208008,0.9548001289367676,1
