RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
38.90297817593631,4.934578620582977,0.10588,0.2172,0.34612,0.49123,0.64506,0.77533,0.85965,0.90707,0.9366,0.078414,17.71643001608079,valla,27297.184749126434,305.0549774169922,airline,2
