NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.2815219174546985,0.926,0.038958996534347534,0.1186978769051316,map,9.5367431640625e-07,2.8504316806793213,resnet20,1,0.4771433643271655,0.8777,0.06833310425281525,0.1940874446981784,0.9160692833580506,0.7787,0.12878969311714172,0.3494213694837661,1.5566098125956056,0.6651,0.2141602784395218,0.5351234436427164,2.228110820902373,0.5674,0.29395902156829834,0.6993200875049607,2.721657765654414,0.5083,0.34440451860427856,0.7997697796468497,3.090592484335298,0.4633,0.38255247473716736,0.8776712358981916,3.357206955266709,0.4255,0.41576457023620605,0.9457792021970522,3.4344889456958096,0.4048,0.42664408683776855,0.9737377109555199,3.3864327951927917,0.405,0.42510807514190674,0.9704558114835554,3.4472231743246127,0.3964,0.43410879373550415,0.9875997884553784,3.5301061642985294,0.3854,0.4383928179740906,0.998903530507665,3.6632578327076146,0.3759,0.4517684876918793,1.0237534144324882,3.8519955155930186,0.3523,0.47160273790359497,1.0604719989220714,3.949133105647297,0.3452,0.4748750925064087,1.0749738754172808,4.021841662361961,0.3393,0.4822211265563965,1.091363346606475,4.065180395012904,0.3361,0.4857521653175354,1.099396176999124,4.068114325796343,0.3291,0.4887092709541321,1.1053787463589904,3.992562615826422,0.3382,0.4845525026321411,1.0906377993837943
