NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,initial_lr,scheduler_gamma,iterations,seed
0.18303911747503837,0.944,0.00949317030608654,0.08541638080974959,fmgp slow,1503.8422691822052,3.636650562286377,resnet56,0.0001,0.85,50000,1
