NLL,ACC,ECE,BRIER,method,resnet,train_time,test_time,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.2097851806640625,0.9348,0.01848452165722847,0.09539883422851562,mfvi,resnet32,435.04500675201416,53.00118064880371,2,0.34292958984375,0.8991,0.03028426691889763,0.15304454345703125,0.698110693359375,0.8057,0.0804503932595253,0.29019208984375,1.25790400390625,0.6813,0.1645936220884323,0.475723583984375,1.768084765625,0.593,0.2309252917766571,0.619682861328125,2.1524025390625,0.5337,0.2772548794746399,0.7137142578125,2.494319140625,0.4837,0.318834513425827,0.7953224609375,2.7135505859375,0.4482,0.3460552394390106,0.85261669921875,2.7227076171875,0.4382,0.34392547607421875,0.866080078125,2.7907947265625,0.415,0.36034584045410156,0.89233369140625,2.7741626953125,0.4197,0.3544440269470215,0.8861673828125,2.87425078125,0.3996,0.36551958322525024,0.91369326171875,2.98666484375,0.3873,0.37851250171661377,0.93776298828125,3.0996529296875,0.3737,0.38640689849853516,0.95777705078125,3.208901953125,0.3637,0.4012986123561859,0.97874931640625,3.349466796875,0.3469,0.41358453035354614,1.00925595703125,3.43688359375,0.3341,0.4291030168533325,1.03081337890625,3.402847265625,0.3334,0.42875605821609497,1.02706875,3.362143359375,0.3357,0.4235210716724396,1.02194150390625
