NLL,ACC,ECE,BRIER,method,resnet,train_time,test_time,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.2172906494140625,0.9374,0.01778409816324711,0.09446442260742187,sngp,resnet44,105.09321427345276,2.556356906890869,4,0.3529822021484375,0.9003,0.03155893832445145,0.15260736083984375,0.711094287109375,0.8049,0.06615844368934631,0.28647958984375,1.27619619140625,0.6802,0.1449505239725113,0.469434130859375,1.7702359375,0.5831,0.2113639861345291,0.619212646484375,2.0782328125,0.5244,0.2509833574295044,0.707582080078125,2.30603671875,0.4832,0.28209078311920166,0.770766650390625,2.4848765625,0.4453,0.30320510268211365,0.82306728515625,2.6117255859375,0.4165,0.32029780745506287,0.8600080078125,2.620078125,0.4121,0.32539060711860657,0.8656533203125,2.7003048828125,0.3982,0.33747026324272156,0.89084609375,2.6614708984375,0.3967,0.33028045296669006,0.88689560546875,2.8102330078125,0.3775,0.34814366698265076,0.9236146484375,2.854408203125,0.3652,0.35526353120803833,0.93629267578125,2.94988671875,0.359,0.36013349890708923,0.95398427734375,3.0322482421875,0.3456,0.37355104088783264,0.9710705078125,3.1369537109375,0.3278,0.3884822726249695,1.000380859375,3.0757533203125,0.3385,0.384146124124527,0.989584765625,3.059520703125,0.329,0.3848329484462738,0.992651171875
