NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,initial_lr,scheduler_gamma,iterations,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.197987270005984,0.94,0.009569245390594006,0.09292523912624222,fmgp,921.215815782547,1.4316527843475342,resnet44,0.0001,0.85,50000,2,0.32477906675167617,0.8995,0.022544434294104576,0.15110014039023525,0.6651615799331931,0.7987,0.07538529485464096,0.29407841236948146,1.1736516292032977,0.6756,0.15697559714317322,0.48198534165110324,1.5728828020959338,0.5945,0.2146877646446228,0.6085590678194949,1.9072653608351098,0.5283,0.26314449310302734,0.7110045664615463,2.168388507838133,0.4795,0.30175796151161194,0.783606889217982,2.3427921769675693,0.4484,0.3265913724899292,0.8359469518777727,2.430843836011199,0.423,0.338992178440094,0.8691899926832052,2.4063179815068256,0.4262,0.33544015884399414,0.8625870790567135,2.4216495316651856,0.417,0.33832526206970215,0.87454064700687,2.5029150419963595,0.3986,0.3511805236339569,0.9014014533928019,2.5622988632478942,0.3875,0.36053353548049927,0.9184841171256115,2.705801263509332,0.3702,0.37423619627952576,0.9515148622702878,2.7702973326332074,0.3595,0.3869684934616089,0.969830114857491,2.865678121955835,0.3427,0.40092793107032776,0.993701461883075,2.84491615017878,0.3457,0.39788174629211426,0.9869887333167687,2.8591524797318137,0.3443,0.3979668617248535,0.9931631734101458,2.791771542005818,0.3552,0.38978445529937744,0.9784643394227674
