NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,initial_lr,scheduler_gamma,iterations,seed
0.22750133305897485,0.9262,0.007471507880836725,0.11091690146392097,fmgp slow,1328.6267895698547,3.000650405883789,resnet20,0.0001,0.85,50000,0
