NLL,ACC,ECE,BRIER,method,train_time,test_time,hessian,prior_precision,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER,resnet
0.2001814208984375,0.9435,0.0152421034872531,0.0872476928710937,lla last_layer full,14.443288326263428,2.6414151191711426,full,2.1539578437805176,4,0.3413169189453125,0.9042,0.0334782004356384,0.147342822265625,0.71602861328125,0.8098,0.0858562141656875,0.294522314453125,1.25319853515625,0.6877,0.1709862053394317,0.4818771484375,1.711236328125,0.5952,0.2385278642177581,0.62513291015625,2.0693328125,0.5349,0.2862295806407928,0.72618857421875,2.3195849609375,0.4923,0.3227700591087341,0.7982232421875,2.530699609375,0.4535,0.3504309058189392,0.8633619140625,2.556789453125,0.4357,0.3588075041770935,0.88251318359375,2.599956640625,0.4275,0.3650570511817932,0.894200390625,2.6218201171875,0.4216,0.3706226348876953,0.90629375,2.705684765625,0.4044,0.3828600645065307,0.93244208984375,2.7830078125,0.3885,0.3949171006679535,0.9540701171875,2.92676640625,0.3694,0.4141305088996887,0.98964814453125,3.00551171875,0.3606,0.4213438630104065,1.01001513671875,3.1180412109375,0.3418,0.4369563460350036,1.037108203125,3.1717197265625,0.3381,0.4459695816040039,1.048628515625,3.0940369140625,0.3485,0.4316255748271942,1.02768857421875,3.0715357421875,0.3498,0.4298839271068573,1.02492783203125,resnet56
