NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,iterations,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.1830878950381619,0.9441,0.009435050189495087,0.08406192288856643,valla,46074.7527050972,282.91452050209045,resnet56,40000,0,0.31064292568289864,0.9062,0.009945688769221306,0.1378014298843516,0.6546970355368199,0.8089,0.04374219477176666,0.27131429305844434,1.2173794625183614,0.6856,0.11757971346378326,0.4501643013003018,1.702785114824785,0.5961,0.1757338047027588,0.5774985197971896,2.086716905656495,0.542,0.20575299859046936,0.6575668726166282,2.4187884258852748,0.4799,0.24922619760036469,0.7429407025554424,2.6189596024447837,0.4502,0.27446240186691284,0.7920133450678924,2.6889490203372843,0.4276,0.28295987844467163,0.8262304719489888,2.702996337800215,0.4161,0.2929043173789978,0.8372846615344616,2.661101678251847,0.4128,0.28915807604789734,0.8347114002331179,2.7489525751976753,0.3947,0.29955220222473145,0.8611810543380074,2.8458744826596534,0.386,0.3095467686653137,0.8767469395778927,3.0758277816921953,0.3668,0.3290174603462219,0.9100886597602361,3.13511424221052,0.3567,0.3330967128276825,0.9211048105793729,3.186447753712636,0.3503,0.3393820524215698,0.9329286656868997,3.2143930381957015,0.344,0.3447190523147583,0.9446835307318419,3.290065560710068,0.3407,0.3484652042388916,0.9540212046452103,3.203923425006571,0.3463,0.34177157282829285,0.9444727943987198
