NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,initial_lr,scheduler_gamma,iterations,seed
0.209932397157524,0.9343,0.0071160756051540375,0.09838505765391115,fmgp slow,1395.0176358222961,3.2659637928009033,resnet32,0.0001,0.85,50000,0
