NLL,ACC,ECE,BRIER,method,train_time,test_time,hessian,prior_precision,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER,resnet
0.2658784912109375,0.9255,0.0238925218582153,0.1160382690429687,lla last_layer kron,14.70031213760376,2.23884654045105,kron,2.2827157974243164,0,0.450967236328125,0.8754,0.0477914586663246,0.1902659423828125,0.82846845703125,0.7831,0.0961361229419708,0.3284267333984375,1.43399677734375,0.6657,0.1773962974548339,0.509156201171875,2.092433203125,0.5716,0.2493865191936493,0.664576708984375,2.4792880859375,0.5089,0.2996134459972381,0.760535107421875,2.8840572265625,0.4593,0.3383965194225311,0.8439716796875,3.117952734375,0.4266,0.366900235414505,0.89997431640625,3.1189521484375,0.412,0.3777681291103363,0.91601982421875,3.1932896484375,0.3993,0.3846355378627777,0.93574765625,3.165033203125,0.395,0.3857874274253845,0.9389021484375,3.2697236328125,0.3761,0.3985826373100281,0.9703892578125,3.386175,0.3681,0.408789575099945,0.99205595703125,3.554527734375,0.3547,0.4239567518234253,1.01488916015625,3.631126953125,0.3449,0.4325669407844543,1.02874013671875,3.751169140625,0.3355,0.4404782056808471,1.0498435546875,3.761284375,0.3304,0.4449788331985473,1.05219248046875,3.7436375,0.3332,0.4399101138114929,1.0486212890625,3.661708984375,0.3403,0.4313343167304992,1.039647265625,resnet20
