NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.292068608155197,0.9353,0.040836844593286514,0.10750580707328368,map,4.76837158203125e-07,2.331923007965088,resnet32,1,0.48530872276173515,0.897,0.06689953804016113,0.1738113649866965,0.9732537143536627,0.8022,0.13459473848342896,0.32762997880114086,1.7546014095706695,0.6852,0.23355326056480408,0.5307399281094455,2.47577780960758,0.5895,0.3149488568305969,0.7004734938229176,2.932025814202489,0.5322,0.36356016993522644,0.8002240831637746,3.308068655801494,0.4893,0.3999582827091217,0.8740292272346771,3.633519731463374,0.4506,0.43453121185302734,0.9471881983141671,3.7722041539551685,0.4254,0.4512958228588104,0.9876442016514562,3.796266329500596,0.4195,0.4562387466430664,0.9949342769167039,3.825830176972408,0.4117,0.46064066886901855,1.0055568221953495,3.821562838723795,0.4104,0.45604485273361206,1.0029349174883277,4.089107553599562,0.3852,0.485405296087265,1.0546872028018615,4.2052932587350424,0.3723,0.4950401186943054,1.077979917804987,4.385130618416414,0.3628,0.5047687888145447,1.0980081878254238,4.498824119948256,0.356,0.5162777900695801,1.1157227252321484,4.531818436161606,0.343,0.5247557163238525,1.1340835932741768,4.579252460254219,0.3347,0.533079206943512,1.1489246842960563,4.490147275202233,0.346,0.5178283452987671,1.1258723606117422
