NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,initial_lr,scheduler_gamma,iterations,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.18302730211011276,0.9439,0.009706202894449234,0.08541548492982977,fmgp,921.5203995704651,1.4426755905151367,resnet56,0.0001,0.85,50000,3,0.31346664561130105,0.9064,0.020175941288471222,0.14170019837159137,0.6371957284574317,0.8144,0.06547006964683533,0.2783583119807648,1.185726731933284,0.6842,0.1554122120141983,0.4764109504050619,1.5910897838303595,0.5993,0.21745871007442474,0.6090042761494334,1.9240015255021579,0.5329,0.2653026580810547,0.7084093168989637,2.1428523310607934,0.4889,0.30002617835998535,0.7772339636360395,2.333633735394494,0.4506,0.3315923810005188,0.8377032513503747,2.4516896369429793,0.4252,0.34827882051467896,0.8742617889868523,2.4276762191554977,0.427,0.34065139293670654,0.8739671765012148,2.451174598234743,0.4133,0.3476218581199646,0.8828064325421545,2.5100827619148025,0.4003,0.3579337000846863,0.9043468707603879,2.6431484670386594,0.3798,0.3770518898963928,0.9390292147726373,2.723697018126454,0.3753,0.379172146320343,0.9534891228709034,2.79010437030972,0.3576,0.3944564163684845,0.9763331349789008,2.8879512841789112,0.348,0.4093862473964691,0.9988317148782575,2.9609815126230914,0.3354,0.41829144954681396,1.0203152608750923,2.899725612659769,0.3467,0.40601104497909546,1.001559575882575,2.8975328199615595,0.3423,0.4117523431777954,1.008868914280744
