NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,iterations,seed,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.18316595921578835,0.944,0.009250922128558159,0.08408843773818267,valla,46126.07986664772,281.5044434070587,resnet56,40000,4,0.30186107194023853,0.9079,0.010327623225748539,0.13599859392793714,0.6579546327329698,0.8098,0.046142809092998505,0.26941985568832416,1.2047678790365939,0.6871,0.11928093433380127,0.44828472813689996,1.7354508225186611,0.5961,0.1757204681634903,0.5826993262806784,2.07921039471657,0.5362,0.2119937390089035,0.6648339388877602,2.3763380624761266,0.4931,0.24026453495025635,0.7288422172829753,2.5909797738367812,0.4575,0.2675057649612427,0.7843432484658234,2.6490434135280907,0.4266,0.28104740381240845,0.8161469853086092,2.6955812967611994,0.4181,0.2907792031764984,0.8311862339080358,2.632379715013776,0.4256,0.2804388701915741,0.819895544541399,2.723492828125238,0.3994,0.3001152276992798,0.855703976755831,2.8464513810303096,0.3898,0.3077944219112396,0.873288758362027,2.9947287289467726,0.3678,0.3216555118560791,0.904742455646853,3.097607227688351,0.3574,0.3333430588245392,0.9233298558104174,3.2805858907339345,0.3413,0.35178786516189575,0.951368177003252,3.265744391422682,0.3412,0.34923794865608215,0.9486083427275688,3.2116692988065205,0.3399,0.346748948097229,0.9492288223699127,3.1682726174241247,0.343,0.3415960371494293,0.9419079711457135
