NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,prior_precision,seed,lower_da,batch_size,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.2319168475011511,0.9257,0.007965761236846447,0.11087446267331698,ella,631.9298048019409,30.314882516860962,resnet20,0.30000001192092896,1,0.7,50,0.3663278437829508,0.8799,0.009831058792769909,0.17422980951399203,0.7355533220510696,0.7792,0.04185190424323082,0.31527162707868334,1.2256526515651938,0.6567,0.1127343624830246,0.4806349081394341,1.7483791723945883,0.5719,0.1725793033838272,0.6088157768377317,2.1330144953385166,0.5069,0.22160257399082184,0.7008764185702673,2.4280081530509787,0.4577,0.2584832012653351,0.7752035762808296,2.5671238437178956,0.4282,0.2743973731994629,0.8097776928991054,2.636099931871721,0.4089,0.2875106632709503,0.8387762846587844,2.650718615283685,0.4014,0.28940263390541077,0.8498461266509032,2.58515850236958,0.4065,0.2829062044620514,0.8411341509510764,2.7030130219433155,0.3834,0.3000505566596985,0.8731389278983379,2.769358184473708,0.3734,0.30565565824508667,0.8884878996764619,2.906190760342699,0.358,0.3189433813095093,0.911073701685114,3.028171001057453,0.3457,0.3329762816429138,0.933329143769029,3.1564218161460094,0.3316,0.34439435601234436,0.9528282329053798,3.173508812803521,0.3284,0.3475225567817688,0.9603216600316767,3.175322657764622,0.3207,0.35262709856033325,0.9670251664044778,3.0456612917616215,0.3301,0.3423522114753723,0.9490915692530202
