NLL,ACC,ECE,BRIER,method,train_time,test_time,resnet,prior_precision,seed,lower_da,batch_size,rotated_10_NLL,rotated_10_ACC,rotated_10_ECE,rotated_10_BRIER,rotated_20_NLL,rotated_20_ACC,rotated_20_ECE,rotated_20_BRIER,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_40_NLL,rotated_40_ACC,rotated_40_ECE,rotated_40_BRIER,rotated_50_NLL,rotated_50_ACC,rotated_50_ECE,rotated_50_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_70_NLL,rotated_70_ACC,rotated_70_ECE,rotated_70_BRIER,rotated_80_NLL,rotated_80_ACC,rotated_80_ECE,rotated_80_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_100_NLL,rotated_100_ACC,rotated_100_ECE,rotated_100_BRIER,rotated_110_NLL,rotated_110_ACC,rotated_110_ECE,rotated_110_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_130_NLL,rotated_130_ACC,rotated_130_ECE,rotated_130_BRIER,rotated_140_NLL,rotated_140_ACC,rotated_140_ECE,rotated_140_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_160_NLL,rotated_160_ACC,rotated_160_ECE,rotated_160_BRIER,rotated_170_NLL,rotated_170_ACC,rotated_170_ECE,rotated_170_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.18964274157219357,0.9439,0.007060554344207048,0.08531327141941598,ella,2091.772332429886,115.74090385437012,resnet56,1.5,0,0.5,200,0.3066057484984094,0.9082,0.010561635717749596,0.13650906399213916,0.6431573995490477,0.8136,0.024650953710079193,0.26599025042096525,1.2207251538290098,0.6826,0.10077878832817078,0.44887772800261616,1.7149852334266267,0.5936,0.15125149488449097,0.5732876841872246,2.029160367381779,0.539,0.1863471269607544,0.6472802122110258,2.32033731036626,0.4896,0.21962980926036835,0.7142372389375783,2.5289507418018835,0.4461,0.24897143244743347,0.7742666927369132,2.579597829176034,0.4329,0.2507827579975128,0.7950074256492062,2.5826061249527075,0.4212,0.2608794569969177,0.8077256040694439,2.533074811400259,0.4206,0.2570124566555023,0.8082881892917014,2.649162734002243,0.3954,0.2724250853061676,0.8420290876553207,2.7405037072858502,0.3857,0.2826123833656311,0.8553942837054976,2.8955975414253543,0.369,0.29990318417549133,0.8839058191973028,2.9446122771817107,0.3569,0.3064953684806824,0.896803317711852,3.088679402362055,0.3477,0.31249570846557617,0.9140236906481743,3.125357890344227,0.3386,0.3213534355163574,0.9308156360530289,3.113612370395106,0.3383,0.32248377799987793,0.9283280521735972,3.073916353713909,0.3485,0.3120976686477661,0.9195900149524193
