RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
9.968821935610084,3.7325323610804744,0.22765152508589262,0.43257756563245825,0.5995698811927929,0.7231601930289281,0.8080562039392588,0.8663058302079781,0.9068851792598809,0.9370098874872145,0.960495947966115,0.1961712213800519,3.8401129463985195,ella,30231.701823472977,259.9895672798157,taxi,0.0010000000474974513,0.4000000059604645,2
