RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
9.968821935610084,3.273656255041842,0.16686446012221667,0.3301194628760261,0.4855556138372367,0.6248131343596738,0.7436531249180414,0.8376727687586876,0.9087735057305463,0.9551391329434289,0.9791398935193685,0.15317310970652256,3.5409749618249236,valla,24826.963094472885,848.6199975013733,taxi,0
