RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
9.968821935610094,3.718388501333886,0.2531767158855464,0.4746026646384642,0.6448962731778961,0.7632641821185974,0.8390463951323139,0.8897361588292376,0.9233883658108002,0.9486709591124866,0.9680131920585381,0.22047949067638803,3.9807918254460946,lla last_layer kron,273.42663168907166,38.6767897605896,taxi,2.422839403152466,0.4466096758842468,3
