RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,sigma_noise,dataset,seed
9.968821935610086,3.874725806843902,0.38622505179784417,0.661183088987385,0.8110821159747174,0.8870151328385218,0.9276764405046029,0.9523230349602665,0.967829604762779,0.9782711322090797,0.9859949120092318,0.3057600514044428,4.946911942812063,map,139.85614609718323,12.715577363967896,0.5,taxi,0
