RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
9.968821935610094,3.7183897964812043,0.2531734375409793,0.4746026646384642,0.6448798814550605,0.7632641821185974,0.8390463951323139,0.8897361588292376,0.9233883658108002,0.9486709591124866,0.9680131920585381,0.22047752366964776,3.9807873534537017,lla last_layer full,129.78615164756775,35.321348428726196,taxi,9.44021224975586,0.44660714268684387,4
