RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
9.968821935610084,3.2726644971283005,0.16581538986073593,0.32815245613574967,0.48248708332240553,0.6207971622649427,0.7396207611004747,0.8343550840567547,0.9055803981221643,0.9534638988696268,0.9784481628157046,0.15087203965485588,3.535358839947956,valla,27711.36895251274,952.5707778930664,taxi,1
