RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
9.968821935610086,3.2285296191999935,0.13889034593091873,0.2753317684701933,0.40820635212043327,0.5335636916782501,0.6499580371895408,0.7550125888431378,0.8431279341183876,0.9125468803273099,0.9626170369010465,0.09792546355792181,3.4186310201915115,fmgp,1091.9940621852875,24.52372717857361,taxi,1
