RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
9.968821935610094,3.718392334607227,0.2531734375409793,0.4746026646384642,0.6448864381441947,0.7632641821185974,0.8390463951323139,0.8897361588292376,0.9233883658108002,0.9486709591124866,0.9680131920585381,0.2204781793385612,3.980789781853305,lla last_layer full,95.77698063850403,28.592370986938477,taxi,10.014683723449707,0.44660913944244385,1
