NLL,ACC,ECE,BRIER,method,train_time,test_time,model,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
1.0809810789868746,0.73304,0.035416871309280396,0.3689520487135504,map,0,516.8110139369965,resnet34,1,2.2193431723318744,0.54636,0.0933399647474289,0.5941226803547914,2.9315815883105256,0.45678,0.13539324700832367,0.7011923256530994,3.3078179627817024,0.40912,0.15424831211566925,0.7552874923797547,3.6218168631228314,0.37446,0.1698165237903595,0.7966262776011773,3.9491747858209973,0.34368,0.18453402817249298,0.8322126036230587,4.016264215043449,0.33066,0.18754085898399353,0.8473965990495276
