NLL,ACC,ECE,BRIER,method,train_time,test_time,model,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
1.2469261427553073,0.6976,0.026294192299246788,0.4111008268606246,map,0,567.1312251091003,resnet18,1,2.3116420599682397,0.51138,0.06338518857955933,0.6202121972413779,2.8863103882945578,0.43098,0.09277316182851791,0.7098187190460794,3.253839142982512,0.38394,0.1102474257349968,0.7601261942332179,3.513845361558778,0.3528,0.11940915137529373,0.791536382882585,3.7805820375761283,0.32194,0.13543939590454102,0.8253139510251631,3.8225110931598185,0.31398,0.13479207456111908,0.8352949444421168
