NLL,ACC,ECE,BRIER,method,train_time,test_time,model,prior_precision,seed,batch_size,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.96219953125,0.7614,0.035938773304224014,0.3354546484375,ella,29394.058875083923,1957.8097670078278,resnet50,0.21119999885559082,0,32,2.0473346875,0.57,0.08841495215892792,0.56757921875,2.61642921875,0.49174,0.12172301113605499,0.661679921875,2.972665625,0.44554,0.13636493682861328,0.716375703125,3.2416784375,0.41506,0.148000568151474,0.75072859375,3.5384465625,0.38258,0.16255472600460052,0.79009171875,3.586801875,0.36974,0.16547223925590515,0.80110640625
