NLL,ACC,ECE,BRIER,method,train_time,test_time,model,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
1.2469261427553073,0.6976,0.026294192299246788,0.4111008268606246,map,0,383.38732385635376,resnet18,2,2.3220823721637918,0.50982,0.06384757161140442,0.6214763163960247,2.89396784121258,0.43058,0.09381372481584549,0.7091701583952912,3.235855784918028,0.38566,0.10868339985609055,0.7575640484893318,3.5108272139819605,0.35252,0.1200791746377945,0.7934383357708146,3.7779864419615614,0.32154,0.1337880641222,0.8264997299156684,3.842253892159459,0.30892,0.13850915431976318,0.8377906630661129
