NLL,ACC,ECE,BRIER,method,train_time,test_time,model,initial_lr,scheduler_gamma,scheduler_steps,batch_size,iterations,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.900442487901835,0.7737,0.03398582339286804,0.3177801720014362,fmgp,26476.53631901741,1140.3891072273254,resnet101,0.001,0.8,1000,32,10000,1,1.662048556764833,0.62938,0.06777814775705338,0.4922026176602617,2.1318471181751026,0.5561,0.09523145109415054,0.5781642996368962,2.46927792738836,0.51158,0.10675457864999771,0.6315261296852615,2.7668882087521354,0.4731,0.11966437101364136,0.6776916143507603,3.0033957846621346,0.4397,0.13492675125598907,0.7141780112955863,3.091196009278557,0.42442,0.13842980563640594,0.7311284727350817
