NLL,ACC,ECE,BRIER,method,train_time,test_time,model,prior_precision,seed,batch_size,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.877152265625,0.78326,0.04836779087781906,0.3092668359375,ella,65974.40875458717,3867.375739812851,resnet152,0.21439999341964722,0,32,1.5897590625,0.64848,0.08534861356019974,0.476048671875,2.04609828125,0.5819,0.1128106489777565,0.56208,2.42873078125,0.5272,0.13203665614128113,0.6254612890625,2.7374728125,0.48968,0.14479947090148926,0.671602578125,3.0072378125,0.45344,0.1620088368654251,0.713056171875,3.085859375,0.44052,0.16575618088245392,0.729565703125
