NLL,ACC,ECE,BRIER,method,train_time,test_time,model,initial_lr,scheduler_gamma,scheduler_steps,batch_size,iterations,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.8625312861039351,0.78284,0.026780908927321434,0.3064909068640931,fmgp,30004.87516784668,1269.6362762451172,resnet152,0.001,0.8,1000,32,10000,2,1.5662841547728295,0.65046,0.051803916692733765,0.46902842804024303,1.9921612774046897,0.58028,0.0785805732011795,0.550764631430082,2.376268208896753,0.52812,0.09387610107660294,0.611415369049075,2.687230401979706,0.48732,0.10922883450984955,0.6591601659854792,2.9066682492833946,0.45534,0.119895339012146,0.6936417438380563,2.998532400449805,0.44226,0.12275528907775879,0.7091584001019794
