NLL,ACC,ECE,BRIER,method,train_time,test_time,model,prior_precision,seed,batch_size,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.91249421875,0.7737,0.047843847423791885,0.32010775390625,ella,49932.514310359955,2806.3978402614594,resnet101,0.2303999960422516,1,32,1.68813375,0.62998,0.08699814975261688,0.498204296875,2.17030125,0.5587,0.11907801032066345,0.585916015625,2.53011015625,0.50726,0.13477839529514313,0.6447612890625,2.7965315625,0.47314,0.14457249641418457,0.68570375,3.08534875,0.43818,0.16044603288173676,0.729633125,3.14149625,0.42418,0.1628538966178894,0.7419240625
