NLL,ACC,ECE,BRIER,method,train_time,test_time,model,batch_size,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
1.242963671875,0.69816,0.04107854142785072,0.413732578125,mfvi,76126.00854706764,37289.127561330795,resnet18,128,2,2.2523109375,0.51308,0.01458821352571249,0.6155046875,2.8123703125,0.4304,0.014649445191025734,0.700913671875,3.122275625,0.38838,0.027987517416477203,0.74236359375,3.3775128125,0.3528,0.04102626442909241,0.7756596875,3.60880375,0.3231,0.055117350071668625,0.80497265625,3.679598125,0.31316,0.05663982778787613,0.81441921875
