NLL,ACC,ECE,BRIER,method,train_time,test_time,model,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.8762251301841946,0.78314,0.05004569888114929,0.3092593673294191,map,0,634.302830696106,resnet152,1,1.585925687194242,0.64894,0.08810034394264221,0.4770298519503493,2.031763409468144,0.58286,0.11457154154777527,0.5594378201176403,2.4323637214610514,0.52578,0.13617852330207825,0.6268480891467906,2.7437341891527334,0.4865,0.1529102474451065,0.6755558727332786,2.988786494509196,0.4556,0.16871893405914307,0.7130643340029348,3.0693848948009035,0.44334,0.16758792102336884,0.7276283708362421
