NLL,ACC,ECE,BRIER,method,train_time,test_time,model,prior_precision,seed,batch_size,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.96204984375,0.7614,0.035997260361909866,0.335440859375,ella,34698.02740383148,1884.0501260757446,resnet50,0.25279998779296875,1,32,2.0430653125,0.57184,0.08673159033060074,0.5649439453125,2.61490953125,0.49194,0.1209048330783844,0.661553125,2.9722321875,0.44624,0.1360771656036377,0.714941640625,3.2552215625,0.41342,0.14900100231170654,0.751570625,3.531261875,0.38214,0.1628158986568451,0.78791140625,3.586894375,0.37156,0.16437505185604095,0.798975234375
