NLL,ACC,ECE,BRIER,method,train_time,test_time,model,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.911809831444523,0.77366,0.049230895936489105,0.320094032548289,map,0,503.4834768772125,resnet101,1,1.6844460968107986,0.62834,0.08971305191516876,0.4975107201379606,2.1701073481390116,0.55988,0.11967448890209198,0.5866566512150198,2.5253328056760207,0.50568,0.13798746466636658,0.6461201380324695,2.8129520369186736,0.4703,0.14885452389717102,0.6880572317573983,3.0754654910020327,0.43958,0.1626099795103073,0.7268274646389564,3.1498943012202236,0.42432,0.16988633573055267,0.7444753100532001
