NLL,ACC,ECE,BRIER,method,train_time,test_time,model,prior_precision,seed,batch_size,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.962382734375,0.76142,0.0357147678732872,0.3354823828125,ella,25829.61793231964,2018.670910835266,resnet50,0.18559999763965607,2,32,2.05726921875,0.56946,0.0869906097650528,0.568136015625,2.60522328125,0.49408,0.11820901185274124,0.65946125,2.9710196875,0.44844,0.13466861844062805,0.71286875,3.2463353125,0.41356,0.1477023959159851,0.752159921875,3.52835625,0.38372,0.16056868433952332,0.788240703125,3.592738125,0.36882,0.1658059060573578,0.8016959375
