NLL,ACC,ECE,BRIER,method,train_time,test_time,model,initial_lr,scheduler_gamma,scheduler_steps,batch_size,iterations,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
1.07612263081976,0.73292,0.01644103229045868,0.3677361118958931,fmgp,19172.76735663414,828.8279612064362,resnet34,0.001,0.8,1000,32,10000,1,2.1968009608167276,0.54332,0.061818964779376984,0.5882427268992332,2.88701755922422,0.45566,0.09744484722614288,0.6893555472055016,3.2367007181159595,0.41284,0.11313634365797043,0.7378797863947976,3.5449499748478392,0.3756,0.12910409271717072,0.7762591472338148,3.861562795412899,0.34106,0.14691482484340668,0.8169752770461179,3.939386100202911,0.32836,0.14904221892356873,0.8298458066705207
