NLL,ACC,ECE,BRIER,method,train_time,test_time,model,batch_size,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
1.24220390625,0.69574,0.03842710703611374,0.413521640625,mfvi,75890.00400519371,36894.12204170227,resnet18,128,1,2.23589109375,0.51756,0.018671901896595955,0.61165984375,2.775424375,0.43272,0.016071148216724396,0.697297734375,3.104085,0.38692,0.0275875236839056,0.741155078125,3.3359584375,0.35724,0.03647065907716751,0.77185265625,3.5745453125,0.32466,0.05195796862244606,0.800251953125,3.63432375,0.31336,0.054210733622312546,0.81244875
