NLL,ACC,ECE,BRIER,method,train_time,test_time,model,initial_lr,scheduler_gamma,scheduler_steps,batch_size,iterations,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
0.8628713292133869,0.7829,0.024712376296520233,0.30639620458011685,fmgp,29504.710109233856,1270.4286637306213,resnet152,0.001,0.8,1000,32,10000,0,1.571798053221204,0.64654,0.051197778433561325,0.47098698894983604,1.993430121943574,0.58156,0.07144372910261154,0.5471922027486463,2.3780382408003082,0.526,0.0913720652461052,0.6125954187680293,2.697532217053414,0.4859,0.10270737111568451,0.6584623063317164,2.914281704325237,0.4542,0.11663198471069336,0.69393997218652,3.006553406296012,0.44054,0.11921986192464828,0.7083170763458597
