NLL,ACC,ECE,BRIER,method,train_time,test_time,model,batch_size,seed,rotated_30_NLL,rotated_30_ACC,rotated_30_ECE,rotated_30_BRIER,rotated_60_NLL,rotated_60_ACC,rotated_60_ECE,rotated_60_BRIER,rotated_90_NLL,rotated_90_ACC,rotated_90_ECE,rotated_90_BRIER,rotated_120_NLL,rotated_120_ACC,rotated_120_ECE,rotated_120_BRIER,rotated_150_NLL,rotated_150_ACC,rotated_150_ECE,rotated_150_BRIER,rotated_180_NLL,rotated_180_ACC,rotated_180_ECE,rotated_180_BRIER
1.240857421875,0.6982,0.041898537427186966,0.413062890625,mfvi,76039.49710416794,39020.261400938034,resnet18,128,0,2.27138671875,0.50946,0.013369789347052574,0.617118828125,2.8234453125,0.42896,0.01695413887500763,0.701207734375,3.140455625,0.38586,0.027942169457674026,0.74474484375,3.3837575,0.35294,0.040038954466581345,0.77518234375,3.634968125,0.3223,0.05398068204522133,0.80431609375,3.69190625,0.31134,0.05524558946490288,0.815135625
