RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
9.316823044138484,3.5261997091371566,0.10683711020724385,0.21218283943443733,0.32169281425527796,0.43598682936277355,0.552372651559171,0.6698431144683323,0.7783265543288785,0.8647685454193298,0.9237265155917103,0.03657369746271546,4.79497228648319,valla,24476.24750685692,113.63814878463745,year,3
