RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
9.316823044138484,3.503944069382498,0.09759829556459423,0.20034863451481696,0.3042417199302731,0.41096261863257794,0.5209374394731745,0.6345729227193492,0.7422041448770095,0.8374975789269804,0.9145264381173737,0.016769320162696097,4.739186911262201,fmgp,823.8650472164154,3.5876271724700928,year,4
