RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
9.316823044138484,3.654598292647988,0.11952353282975015,0.24141003292659308,0.3674995157853961,0.4932984698818516,0.610807669959326,0.699845051326748,0.7713151268642262,0.8317838466008135,0.8913035057137323,0.05441797404609724,4.932287377437942,ella,7216.933763742447,49.80802941322327,year,0.0010000000474974513,0.800000011920929,1
