RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
9.316823044138483,3.6507618761133696,0.12703854348247143,0.2566724772419136,0.3908192911098199,0.5235134611659887,0.6382142165407708,0.7225450319581639,0.7899864419910905,0.8478404028665505,0.904667828781716,0.07012976951384854,4.954081614447058,lla last_layer kron,36.485979318618774,5.2317211627960205,year,9.582118034362793,0.8516969680786133,0
