RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
9.316823044138484,3.5259900966320643,0.1063335270191749,0.21206662792949835,0.32138291690877396,0.43534766608560915,0.5521595971334495,0.6689521595971335,0.7778036025566532,0.863683904706566,0.9236684098392407,0.03613984117760992,4.794269208906721,valla,30142.967453479767,169.96462726593018,year,1
