RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
9.316823044138484,3.5039416127608662,0.09759829556459423,0.20036800309897346,0.3042417199302731,0.41096261863257794,0.5209374394731745,0.6345729227193492,0.7422428820453225,0.8374975789269804,0.9145264381173737,0.01677513073794305,4.739185788194319,fmgp,981.6044480800629,3.8493478298187256,year,0
