RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,sigma_noise,dataset,seed
9.316823044138484,3.6510181024238566,0.1251985279876041,0.25215959713344954,0.3841952353282975,0.5147975982955646,0.6311253147394925,0.7162502421073019,0.7849312415262444,0.8432113112531474,0.9013558008909549,0.06532248692620568,4.947037885794587,map,35.10717177391052,2.5935416221618652,0.7,year,2
