RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,prior_precision,sigma_noise,seed
9.316823044138483,3.6507617791064284,0.12703854348247143,0.2566724772419136,0.39083865969397635,0.5235134611659887,0.6382142165407708,0.7225644005423204,0.7899864419910905,0.8478597714507069,0.904667828781716,0.07013558008909547,4.954085295860822,lla last_layer full,16.486758708953857,4.543353796005249,year,8.778251647949219,0.8517056703567505,3
