RMSE,NLL,Q-10,Q-20,Q-30,Q-40,Q-50,Q-60,Q-70,Q-80,Q-90,CQM,CRPS,method,train_time,test_time,dataset,seed
9.316823044138484,3.5256213342549785,0.10646910710827039,0.21241526244431533,0.32161533991865193,0.43610304086771257,0.5527019174898314,0.6699012202208019,0.778500871586287,0.8648653883401123,0.9237265155917103,0.036629866356769306,4.793718335522237,valla,36139.37615799904,186.72293663024902,year,4
